student_id,date,grade,subject,paper,year,session,url
36c47276-3a75-4688-b200-f93ad6fe89f7,10-07-25,IGCSE,Biology,Paper 2,2023,June,https://pastpapers.co/cie/IGCSE/Biology-0970-UK/2023-May-June/0970_s23_qp_22.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,13-07-25,IGCSE,English Language,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_12.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,13-07-25,IGCSE,English Language,Paper 1 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_12.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,14-07-25,EGCSE,First Language SiSwati,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE First Language SiSwati 2023 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,15-07-25,IGCSE,Geography,Paper 1,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_qp_12.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,15-07-25,IGCSE,Geography,Paper 1 - Insert,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_in_12.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,16-07-25,EGCSE,History,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE History 2023 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,17-07-25,IGCSE,Literature in English,Paper 1,2022,June,https://pastpapers.co/cie/IGCSE/English-Literature-0475/2022-May-June/0475_s22_qp_11.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,20-07-25,IGCSE,Mathematics,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Mathematics-International-0607/2023-Oct-Nov/0607_w23_qp_12.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,21-07-25,EGCSE,Religious Education,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Religious Education 2023 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,22-07-25,EGCSE,Siswati as a Second Language,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Siswati as a Second Language 2023 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,23-07-25,EGCSE,Biology,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Biology 2024 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,24-07-25,EGCSE,English Language,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE English language 2024 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,27-07-25,EGCSE,First Language SiSwati,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE First Language SiSwati 2023 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,28-07-25,EGCSE,Geography,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Geography 2023 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,29-07-25,EGCSE,History,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE History 2023 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,30-07-25,EGCSE,Literature in English,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Literature in English 2023 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,31-07-25,EGCSE,Mathematics,Paper 3,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Mathematics 2024 Question Paper 3.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,03-08-25,EGCSE,Religious Education,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Religious Education 2022 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,04-08-25,EGCSE,Siswati as a Second Language,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Siswati as a Second Language 2023 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,05-08-25,IGCSE,Biology,Paper 3,2023,June,https://pastpapers.co/cie/IGCSE/Biology-0970-UK/2023-May-June/0970_s23_qp_32.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,06-08-25,IGCSE,English Language,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_13.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,06-08-25,IGCSE,English Language,Paper 1 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_13.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,07-08-25,EGCSE,First Language SiSwati,Paper 3,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE First Language SiSwati 2023 Question Paper 3.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,10-08-25,IGCSE,Geography,Paper 1,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_qp_13.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,10-08-25,IGCSE,Geography,Paper 1 - Insert,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_in_13.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,11-08-25,EGCSE,History,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE History 2022 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,12-08-25,IGCSE,Literature in English,Paper 1,2022,June,https://pastpapers.co/cie/IGCSE/English-Literature-0475/2022-May-June/0475_s22_qp_12.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,13-08-25,IGCSE,Mathematics,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Mathematics-International-0607/2023-Oct-Nov/0607_w23_qp_13.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,14-08-25,EGCSE,Religious Education,Paper 2,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Religious Education 2022 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,17-08-25,EGCSE,Siswati as a Second Language,Paper 3,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Siswati as a Second Language 2023 Question Paper 3.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,18-08-25,EGCSE,Biology,Paper 3,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Biology 2024 Question Paper 3.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,19-08-25,EGCSE,English Language,Paper 3,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE English language 2024 Question Paper 3.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,20-08-25,EGCSE,First Language SiSwati,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE First Language SiSwati 2022 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,21-08-25,EGCSE,Geography,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Geography 2023 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,24-08-25,EGCSE,History,Paper 2,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE History 2022 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,25-08-25,EGCSE,Literature in English,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Literature in English 2023 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,26-08-25,EGCSE,Mathematics,Paper 4,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Mathematics 2024 Question Paper 4.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,27-08-25,EGCSE,Religious Education,Paper 1,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Religious Education 2020 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,28-08-25,EGCSE,Siswati as a Second Language,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Siswati as a Second Language 2022 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,31-08-25,IGCSE,Biology,Paper 4,2023,June,https://pastpapers.co/cie/IGCSE/Biology-0970-UK/2023-May-June/0970_s23_qp_42.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,01-09-25,IGCSE,English Language,Paper 2,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_21.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,01-09-25,IGCSE,English Language,Paper 2 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_21.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,02-09-25,EGCSE,First Language SiSwati,Paper 2,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE First Language SiSwati 2022 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,03-09-25,IGCSE,Geography,Paper 2,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_qp_21.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,03-09-25,IGCSE,Geography,Paper 2 - Insert,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_in_21.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,04-09-25,EGCSE,History,Paper 1,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE History 2020 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,07-09-25,IGCSE,Literature in English,Paper 2,2022,June,https://pastpapers.co/cie/IGCSE/English-Literature-0475/2022-May-June/0475_s22_qp_21.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,08-09-25,IGCSE,Mathematics,Paper 2,2023,November,https://pastpapers.co/cie/IGCSE/Mathematics-International-0607/2023-Oct-Nov/0607_w23_qp_21.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,09-09-25,EGCSE,Religious Education,Paper 2,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Religious Education 2020 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,10-09-25,EGCSE,Siswati as a Second Language,Paper 2,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Siswati as a Second Language 2022 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,11-09-25,EGCSE,Biology,Paper 4,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Biology 2024 Question Paper 4.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,14-09-25,EGCSE,English Language,Paper 4,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE English language 2024 Question Paper 4.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,15-09-25,EGCSE,First Language SiSwati,Paper 3,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE First Language SiSwati 2022 Question Paper 3.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,16-09-25,EGCSE,Geography,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Geography 2022 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,17-09-25,EGCSE,History,Paper 2,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE History 2020 Question Paper 2.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,18-09-25,EGCSE,Literature in English,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Literature in English 2022 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,21-09-25,EGCSE,Mathematics,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Mathematics 2023 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,22-09-25,EGCSE,Religious Education,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Religious Education 2024 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,23-09-25,EGCSE,Siswati as a Second Language,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Siswati as a Second Language 2024 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,24-09-25,IGCSE,Biology,Paper 6,2023,June,https://pastpapers.co/cie/IGCSE/Biology-0970-UK/2023-May-June/0970_s23_qp_62.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,25-09-25,IGCSE,English Language,Paper 2,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_22.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,25-09-25,IGCSE,English Language,Paper 2 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_22.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,28-09-25,EGCSE,First Language SiSwati,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE First Language SiSwati 2024 Question Paper 1.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,29-09-25,IGCSE,Geography,Paper 2,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_qp_22.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,29-09-25,IGCSE,Geography,Paper 2 - Insert,2022,November,https://pastpapers.co/cie/IGCSE/Geography-0460/2022-Oct-Nov/0460_w22_in_22.pdf
36c47276-3a75-4688-b200-f93ad6fe89f7,30-09-25,EGCSE,History,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE History 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,03-06-25,JC,Additional Mathematics,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,04-06-25,JC,Bookkeeping and Accounts,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,05-06-25,JC,Business Studies,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Business studies 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,08-06-25,JC,Consumer Science,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,09-06-25,JC,English Language,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Language 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,10-06-25,JC,English Literature,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,11-06-25,JC,Mathematics,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Mathematics 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,12-06-25,JC,Religious Education,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,15-06-25,JC,Science,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,16-06-25,JC,SiSwati,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,17-06-25,JC,Additional Mathematics,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,18-06-25,JC,Bookkeeping and Accounts,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,19-06-25,IGCSE,Business Studies,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Business-Studies-0450/2023-Oct-Nov/0450_w23_qp_11.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,22-06-25,JC,Consumer Science,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,23-06-25,IGCSE,English Language,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_11.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,23-06-25,IGCSE,English Language,Paper 1 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_11.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,24-06-25,JC,English Literature,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,25-06-25,IGCSE,Mathematics,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Mathematics-International-0607/2023-Oct-Nov/0607_w23_qp_11.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,26-06-25,JC,Religious Education,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,29-06-25,JC,Science,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,30-06-25,JC,SiSwati,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,01-07-25,JC,Additional Mathematics,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2022 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,02-07-25,JC,Bookkeeping and Accounts,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,03-07-25,JC,Business Studies,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Business studies 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,06-07-25,JC,Consumer Science,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2022 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,07-07-25,JC,English Language,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Language 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,08-07-25,JC,English Literature,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,09-07-25,JC,Mathematics,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Mathematics 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,10-07-25,JC,Religious Education,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,13-07-25,JC,Science,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,14-07-25,JC,SiSwati,Paper 3,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2024 Question Paper 3.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,15-07-25,JC,Additional Mathematics,Paper 1,2021,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2021 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,16-07-25,JC,Bookkeeping and Accounts,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,17-07-25,IGCSE,Business Studies,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Business-Studies-0450/2023-Oct-Nov/0450_w23_qp_12.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,20-07-25,JC,Consumer Science,Paper 2,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2022 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,21-07-25,IGCSE,English Language,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_12.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,21-07-25,IGCSE,English Language,Paper 1 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_12.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,22-07-25,JC,English Literature,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,23-07-25,IGCSE,Mathematics,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Mathematics-International-0607/2023-Oct-Nov/0607_w23_qp_12.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,24-07-25,JC,Religious Education,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,27-07-25,JC,Science,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,28-07-25,JC,SiSwati,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,29-07-25,JC,Additional Mathematics,Paper 1,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2020 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,30-07-25,JC,Bookkeeping and Accounts,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC bookkeeping and Accounts 2022 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,31-07-25,JC,Business Studies,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Business studies 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,03-08-25,JC,Consumer Science,Paper 1,2021,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2021 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,04-08-25,JC,English Language,Paper 3,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Language 2024 Question Paper 3.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,05-08-25,JC,English Literature,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,06-08-25,JC,Mathematics,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Mathematics 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,07-08-25,JC,Religious Education,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,10-08-25,JC,Science,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,11-08-25,JC,SiSwati,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,12-08-25,JC,Additional Mathematics,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,13-08-25,JC,Bookkeeping and Accounts,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,14-08-25,IGCSE,Business Studies,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Business-Studies-0450/2023-Oct-Nov/0450_w23_qp_13.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,17-08-25,JC,Consumer Science,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,18-08-25,IGCSE,English Language,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_13.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,18-08-25,IGCSE,English Language,Paper 1 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_13.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,19-08-25,JC,English Literature,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,20-08-25,IGCSE,Mathematics,Paper 1,2023,November,https://pastpapers.co/cie/IGCSE/Mathematics-International-0607/2023-Oct-Nov/0607_w23_qp_13.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,21-08-25,JC,Religious Education,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,24-08-25,JC,Science,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,25-08-25,JC,SiSwati,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,26-08-25,JC,Additional Mathematics,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2023 Question Paper 1.pdf
