grade,subject,year,session,url
EGCSE,Fashion and Fabrics,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Fashion and Fabrics 2022 Question Paper 1.pdf
EGCSE,Fashion and Fabrics,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Fashion and Fabrics 2020 Question Paper 1.pdf
EGCSE,Fashion and Fabrics,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Fashion and Fabrics 2023 Question Paper 1.pdf
EGCSE,Fashion and Fabrics,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Fashion and Fabrics 2024 Question Paper 1.pdf
