grade,subject,year,session,url
EGCSE,Accounting,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2022 Question Paper 1.pdf
EGCSE,Accounting,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2022 Question Paper 2.pdf
EGCSE,Accounting,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2020 Question Paper 1.pdf
EGCSE,Accounting,2020,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2020 Question Paper 2.pdf
EGCSE,Accounting,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2023 Question Paper 1.pdf
EGCSE,Accounting,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2023 Question Paper 2.pdf
EGCSE,Accounting,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2024 Question Paper 1.pdf
EGCSE,Accounting,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/EGCSE Accounting 2024 Question Paper 2.pdf
