grade,subject,year,session,url
JC,English Literature,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2023 Question Paper 1.pdf
JC,English Literature,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2023 Question Paper 2.pdf
JC,English Literature,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2024 Question Paper 1.pdf
JC,English Literature,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2024 Question Paper 2.pdf
